artist_id,createtime,count(*),gender,"count(distinct user_id)"
5e2ef5473cbbdb335f6d51dc57845437,2015-03-02,321,2,200
61dfd882204789d7d0f70fee2b901cef,2015-03-02,113,3,73
6a493121e53d83f9e119b02942d7c8fe,2015-03-02,282,2,132
6bb4c3bbdb6f5a96d643320c6b6005f5,2015-03-02,458,2,239
6f462b173b2d6d20a2c9fb1ec0fd2dda,2015-03-02,200,2,158
7e0db58c13d033dafe5f5e1e70ff7eb4,2015-03-02,654,1,294
82fda1f850a9fe22e41b5c8dadaff4ac,2015-03-02,97,3,60
8da51d03b8b8717431e8b902856fb45e,2015-03-02,383,2,260
8f29cbc2a555034643d66f9e83dd7a7a,2015-03-02,104,3,44
8fb3cef29f2c266af4c9ecef3b780e97,2015-03-02,477,2,244
97de6333157f35467dff271d7afb0a23,2015-03-02,455,3,182
9e58afbf3fea116b0050bf56bfb4442e,2015-03-02,335,2,106
9f69ffd8852196e02cfa19b5cd9bc432,2015-03-02,78,3,44
ac43c6ce2f9df4adfbb05edd97cecbcc,2015-03-02,655,2,339
b6a175a48743caed6d035444c069ab64,2015-03-02,77,2,52
b7522cc91cf57ada15de2298bfd6a3ee,2015-03-02,347,2,175
be0c7a23c2aa9afb45163995b9ec938c,2015-03-02,327,1,163
bf21d16799b240d6e445fa30472bd50b,2015-03-02,8,2,7
c026b84e8f23a7741d9b670e3d8973f0,2015-03-02,235,1,139
c5eac1d455675dfbc99f6c70f7b3971f,2015-03-02,26,2,4
c5f0170f87a2fbb17bf65dc858c745e2,2015-03-02,1407,3,586
ca6db6d4f02b7b946c57fc389e67dd7e,2015-03-02,234,1,91
d773376e46311393cd89994bf9a93043,2015-03-02,643,3,316
e087f8842fe66efa5ccee42ff791e0ca,2015-03-02,99,1,38
e6e2fff03cc32ee9777de2c2ed5bac30,2015-03-02,91,2,53
f5a5373f30de984e9142a206f94a2f46,2015-03-02,65,2,40
f6e0f05fde7637afb8f8bc6bda74ca24,2015-03-02,171,1,95
ffd47cf9cb66d226575336f0fa42ae25,2015-03-02,80,1,42
023406156015ef87f99521f3b343f71f,2015-03-03,474,3,223
025943df23acf5d3863b35fa6e0d79ec,2015-03-03,73,3,49
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-03,359,1,105
099cd99056bf92e5f0e384465890a804,2015-03-03,847,2,479
0c80008b0a28d356026f4b1097041689,2015-03-03,76,1,51
1339f978614ff19cd48f07e5420556d4,2015-03-03,55,2,32
1731019fbaa825714d5f8e61ad1bb7ff,2015-03-03,110,1,60
25739ad1c56a511fcac86018ac4e49bb,2015-03-03,55,1,19
28e32be6ba67e0c6fdfdff80ce07dfd4,2015-03-03,49,3,28
2b7fedeea967becd9408b896de8ff903,2015-03-03,3,1,3
2e14d32266ee6b4678595f8f50c369ac,2015-03-03,1503,1,652
2ec1450a1389d4e3fc2a9a76c9378bb3,2015-03-03,535,2,193
33fd0a2cfcfd24e114707bba71ca1de9,2015-03-03,73,1,54
34bc4bc49a725f2686a5cf9c89985798,2015-03-03,74,2,47
3964ee41d4e2ade1957a9135afe1b8dc,2015-03-03,309,2,138
3e395c6b799d3d8cb7cd501b4503b536,2015-03-03,606,2,371
40bbb0da5570702dd6ff3af5e9e3aea6,2015-03-03,719,1,360
445a257964b9689f115a69e8cc5dcb75,2015-03-03,52,1,36
4b8eb68442432c242e9242be040bacf9,2015-03-03,1244,3,594
4ee3f9c90101073c99d5440b41f07daa,2015-03-03,43,2,26
4f3f68292e50f39cd8142733512c07d6,2015-03-03,301,1,136
53dd7de874e0999634c28cdd94d21257,2015-03-03,99,2,51
5e2ef5473cbbdb335f6d51dc57845437,2015-03-03,387,2,191
61dfd882204789d7d0f70fee2b901cef,2015-03-03,115,3,78
6a493121e53d83f9e119b02942d7c8fe,2015-03-03,196,2,106
6bb4c3bbdb6f5a96d643320c6b6005f5,2015-03-03,431,2,265
6f462b173b2d6d20a2c9fb1ec0fd2dda,2015-03-03,300,2,230
7e0db58c13d033dafe5f5e1e70ff7eb4,2015-03-03,709,1,259
82fda1f850a9fe22e41b5c8dadaff4ac,2015-03-03,135,3,64
8da51d03b8b8717431e8b902856fb45e,2015-03-03,474,2,289
8f29cbc2a555034643d66f9e83dd7a7a,2015-03-03,143,3,32
8fb3cef29f2c266af4c9ecef3b780e97,2015-03-03,469,2,261
97de6333157f35467dff271d7afb0a23,2015-03-03,773,3,230
9e58afbf3fea116b0050bf56bfb4442e,2015-03-03,264,2,111
9f69ffd8852196e02cfa19b5cd9bc432,2015-03-03,78,3,36
ac43c6ce2f9df4adfbb05edd97cecbcc,2015-03-03,575,2,328
b6a175a48743caed6d035444c069ab64,2015-03-03,47,2,34
b7522cc91cf57ada15de2298bfd6a3ee,2015-03-03,388,2,179
be0c7a23c2aa9afb45163995b9ec938c,2015-03-03,418,1,189
bf21d16799b240d6e445fa30472bd50b,2015-03-03,15,2,7
c026b84e8f23a7741d9b670e3d8973f0,2015-03-03,272,1,130
c5eac1d455675dfbc99f6c70f7b3971f,2015-03-03,71,2,18
c5f0170f87a2fbb17bf65dc858c745e2,2015-03-03,1564,3,644
ca6db6d4f02b7b946c57fc389e67dd7e,2015-03-03,285,1,90
d773376e46311393cd89994bf9a93043,2015-03-03,753,3,334
e087f8842fe66efa5ccee42ff791e0ca,2015-03-03,125,1,34
e6e2fff03cc32ee9777de2c2ed5bac30,2015-03-03,81,2,56
f5a5373f30de984e9142a206f94a2f46,2015-03-03,59,2,39
f6e0f05fde7637afb8f8bc6bda74ca24,2015-03-03,200,1,107
ffd47cf9cb66d226575336f0fa42ae25,2015-03-03,66,1,38
023406156015ef87f99521f3b343f71f,2015-03-04,458,3,198
025943df23acf5d3863b35fa6e0d79ec,2015-03-04,181,3,114
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-04,5713,1,1883
099cd99056bf92e5f0e384465890a804,2015-03-04,876,2,483
0c80008b0a28d356026f4b1097041689,2015-03-04,74,1,55
1339f978614ff19cd48f07e5420556d4,2015-03-04,60,2,26
1731019fbaa825714d5f8e61ad1bb7ff,2015-03-04,153,1,65
25739ad1c56a511fcac86018ac4e49bb,2015-03-04,24,1,17
28e32be6ba67e0c6fdfdff80ce07dfd4,2015-03-04,68,3,36
2b7fedeea967becd9408b896de8ff903,2015-03-04,5,1,3
2e14d32266ee6b4678595f8f50c369ac,2015-03-04,1866,1,681
2ec1450a1389d4e3fc2a9a76c9378bb3,2015-03-04,460,2,196
33fd0a2cfcfd24e114707bba71ca1de9,2015-03-04,61,1,44
34bc4bc49a725f2686a5cf9c89985798,2015-03-04,61,2,39
3964ee41d4e2ade1957a9135afe1b8dc,2015-03-04,346,2,162
3e395c6b799d3d8cb7cd501b4503b536,2015-03-04,692,2,340
40bbb0da5570702dd6ff3af5e9e3aea6,2015-03-04,1008,1,339
445a257964b9689f115a69e8cc5dcb75,2015-03-04,53,1,32
4b8eb68442432c242e9242be040bacf9,2015-03-04,1188,3,623
4ee3f9c90101073c99d5440b41f07daa,2015-03-04,40,2,16
4f3f68292e50f39cd8142733512c07d6,2015-03-04,302,1,133
53dd7de874e0999634c28cdd94d21257,2015-03-04,93,2,58
5e2ef5473cbbdb335f6d51dc57845437,2015-03-04,410,2,235
61dfd882204789d7d0f70fee2b901cef,2015-03-04,147,3,85
6a493121e53d83f9e119b02942d7c8fe,2015-03-04,223,2,102
6bb4c3bbdb6f5a96d643320c6b6005f5,2015-03-04,487,2,284
6f462b173b2d6d20a2c9fb1ec0fd2dda,2015-03-04,366,2,283
7e0db58c13d033dafe5f5e1e70ff7eb4,2015-03-04,565,1,247
82fda1f850a9fe22e41b5c8dadaff4ac,2015-03-04,172,3,64
8da51d03b8b8717431e8b902856fb45e,2015-03-04,554,2,311
8f29cbc2a555034643d66f9e83dd7a7a,2015-03-04,169,3,51
8fb3cef29f2c266af4c9ecef3b780e97,2015-03-04,545,2,273
97de6333157f35467dff271d7afb0a23,2015-03-04,936,3,205
9e58afbf3fea116b0050bf56bfb4442e,2015-03-04,265,2,123
9f69ffd8852196e02cfa19b5cd9bc432,2015-03-04,75,3,46
ac43c6ce2f9df4adfbb05edd97cecbcc,2015-03-04,746,2,311
b6a175a48743caed6d035444c069ab64,2015-03-04,72,2,55
b7522cc91cf57ada15de2298bfd6a3ee,2015-03-04,299,2,171
be0c7a23c2aa9afb45163995b9ec938c,2015-03-04,399,1,185
bf21d16799b240d6e445fa30472bd50b,2015-03-04,26,2,14
c026b84e8f23a7741d9b670e3d8973f0,2015-03-04,252,1,135
c5eac1d455675dfbc99f6c70f7b3971f,2015-03-04,54,2,10
c5f0170f87a2fbb17bf65dc858c745e2,2015-03-04,1569,3,649
ca6db6d4f02b7b946c57fc389e67dd7e,2015-03-04,175,1,95
d773376e46311393cd89994bf9a93043,2015-03-04,810,3,353
e087f8842fe66efa5ccee42ff791e0ca,2015-03-04,273,1,55
e6e2fff03cc32ee9777de2c2ed5bac30,2015-03-04,64,2,52
f5a5373f30de984e9142a206f94a2f46,2015-03-04,71,2,51
f6e0f05fde7637afb8f8bc6bda74ca24,2015-03-04,171,1,94
ffd47cf9cb66d226575336f0fa42ae25,2015-03-04,95,1,33
023406156015ef87f99521f3b343f71f,2015-03-05,398,3,199
025943df23acf5d3863b35fa6e0d79ec,2015-03-05,251,3,90
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-05,8489,1,2189
099cd99056bf92e5f0e384465890a804,2015-03-05,866,2,420
0c80008b0a28d356026f4b1097041689,2015-03-05,93,1,54
1339f978614ff19cd48f07e5420556d4,2015-03-05,73,2,28
1731019fbaa825714d5f8e61ad1bb7ff,2015-03-05,168,1,57
25739ad1c56a511fcac86018ac4e49bb,2015-03-05,28,1,17
28e32be6ba67e0c6fdfdff80ce07dfd4,2015-03-05,67,3,32
2b7fedeea967becd9408b896de8ff903,2015-03-05,3,1,3
2e14d32266ee6b4678595f8f50c369ac,2015-03-05,1496,1,705
2ec1450a1389d4e3fc2a9a76c9378bb3,2015-03-05,780,2,203
33fd0a2cfcfd24e114707bba71ca1de9,2015-03-05,88,1,44
34bc4bc49a725f2686a5cf9c89985798,2015-03-05,46,2,24
3964ee41d4e2ade1957a9135afe1b8dc,2015-03-05,306,2,153
3e395c6b799d3d8cb7cd501b4503b536,2015-03-05,820,2,332
40bbb0da5570702dd6ff3af5e9e3aea6,2015-03-05,857,1,355
445a257964b9689f115a69e8cc5dcb75,2015-03-05,45,1,30
4b8eb68442432c242e9242be040bacf9,2015-03-05,1119,3,606
4ee3f9c90101073c99d5440b41f07daa,2015-03-05,56,2,18
4f3f68292e50f39cd8142733512c07d6,2015-03-05,356,1,162
53dd7de874e0999634c28cdd94d21257,2015-03-05,92,2,48
5e2ef5473cbbdb335f6d51dc57845437,2015-03-05,716,2,222
61dfd882204789d7d0f70fee2b901cef,2015-03-05,102,3,66
6a493121e53d83f9e119b02942d7c8fe,2015-03-05,305,2,98
6bb4c3bbdb6f5a96d643320c6b6005f5,2015-03-05,513,2,268
6f462b173b2d6d20a2c9fb1ec0fd2dda,2015-03-05,332,2,253
7e0db58c13d033dafe5f5e1e70ff7eb4,2015-03-05,606,1,254
82fda1f850a9fe22e41b5c8dadaff4ac,2015-03-05,145,3,58
8da51d03b8b8717431e8b902856fb45e,2015-03-05,493,2,308
8f29cbc2a555034643d66f9e83dd7a7a,2015-03-05,151,3,44
8fb3cef29f2c266af4c9ecef3b780e97,2015-03-05,644,2,261
97de6333157f35467dff271d7afb0a23,2015-03-05,779,3,234
9e58afbf3fea116b0050bf56bfb4442e,2015-03-05,245,2,125
9f69ffd8852196e02cfa19b5cd9bc432,2015-03-05,66,3,30
ac43c6ce2f9df4adfbb05edd97cecbcc,2015-03-05,523,2,322
b6a175a48743caed6d035444c069ab64,2015-03-05,89,2,53
b7522cc91cf57ada15de2298bfd6a3ee,2015-03-05,289,2,187
be0c7a23c2aa9afb45163995b9ec938c,2015-03-05,353,1,186
bf21d16799b240d6e445fa30472bd50b,2015-03-05,87,2,11
c026b84e8f23a7741d9b670e3d8973f0,2015-03-05,270,1,135
c5eac1d455675dfbc99f6c70f7b3971f,2015-03-05,33,2,20
c5f0170f87a2fbb17bf65dc858c745e2,2015-03-05,1409,3,600
ca6db6d4f02b7b946c57fc389e67dd7e,2015-03-05,252,1,109
d773376e46311393cd89994bf9a93043,2015-03-05,582,3,304
e087f8842fe66efa5ccee42ff791e0ca,2015-03-05,172,1,52
e6e2fff03cc32ee9777de2c2ed5bac30,2015-03-05,117,2,68
f5a5373f30de984e9142a206f94a2f46,2015-03-05,70,2,45
f6e0f05fde7637afb8f8bc6bda74ca24,2015-03-05,154,1,88
ffd47cf9cb66d226575336f0fa42ae25,2015-03-05,104,1,37
023406156015ef87f99521f3b343f71f,2015-03-06,415,3,208
025943df23acf5d3863b35fa6e0d79ec,2015-03-06,116,3,60
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-06,4138,1,883
099cd99056bf92e5f0e384465890a804,2015-03-06,1357,2,607
0c80008b0a28d356026f4b1097041689,2015-03-06,114,1,64
1339f978614ff19cd48f07e5420556d4,2015-03-06,56,2,23
1731019fbaa825714d5f8e61ad1bb7ff,2015-03-06,150,1,80
25739ad1c56a511fcac86018ac4e49bb,2015-03-06,18,1,15
28e32be6ba67e0c6fdfdff80ce07dfd4,2015-03-06,63,3,33
2b7fedeea967becd9408b896de8ff903,2015-03-06,7,1,3
2e14d32266ee6b4678595f8f50c369ac,2015-03-06,1262,1,722
2ec1450a1389d4e3fc2a9a76c9378bb3,2015-03-06,542,2,233
33fd0a2cfcfd24e114707bba71ca1de9,2015-03-06,86,1,43
34bc4bc49a725f2686a5cf9c89985798,2015-03-06,22,2,18
3964ee41d4e2ade1957a9135afe1b8dc,2015-03-06,255,2,132
3e395c6b799d3d8cb7cd501b4503b536,2015-03-06,802,2,351
40bbb0da5570702dd6ff3af5e9e3aea6,2015-03-06,702,1,333
445a257964b9689f115a69e8cc5dcb75,2015-03-06,103,1,42
4b8eb68442432c242e9242be040bacf9,2015-03-06,1239,3,681
4ee3f9c90101073c99d5440b41f07daa,2015-03-06,129,2,26
4f3f68292e50f39cd8142733512c07d6,2015-03-06,275,1,150
53dd7de874e0999634c28cdd94d21257,2015-03-06,92,2,57
5e2ef5473cbbdb335f6d51dc57845437,2015-03-06,425,2,222
61dfd882204789d7d0f70fee2b901cef,2015-03-06,121,3,75
6a493121e53d83f9e119b02942d7c8fe,2015-03-06,142,2,73
6bb4c3bbdb6f5a96d643320c6b6005f5,2015-03-06,500,2,290
6f462b173b2d6d20a2c9fb1ec0fd2dda,2015-03-06,491,2,371
7e0db58c13d033dafe5f5e1e70ff7eb4,2015-03-06,594,1,257
82fda1f850a9fe22e41b5c8dadaff4ac,2015-03-06,131,3,61
8da51d03b8b8717431e8b902856fb45e,2015-03-06,737,2,312
8f29cbc2a555034643d66f9e83dd7a7a,2015-03-06,184,3,41
8fb3cef29f2c266af4c9ecef3b780e97,2015-03-06,679,2,296
97de6333157f35467dff271d7afb0a23,2015-03-06,846,3,222
9e58afbf3fea116b0050bf56bfb4442e,2015-03-06,325,2,122
9f69ffd8852196e02cfa19b5cd9bc432,2015-03-06,81,3,44
ac43c6ce2f9df4adfbb05edd97cecbcc,2015-03-06,528,2,339
b6a175a48743caed6d035444c069ab64,2015-03-06,61,2,44
b7522cc91cf57ada15de2298bfd6a3ee,2015-03-06,295,2,173
be0c7a23c2aa9afb45163995b9ec938c,2015-03-06,405,1,172
bf21d16799b240d6e445fa30472bd50b,2015-03-06,8,2,6
c026b84e8f23a7741d9b670e3d8973f0,2015-03-06,258,1,128
c5eac1d455675dfbc99f6c70f7b3971f,2015-03-06,34,2,9
c5f0170f87a2fbb17bf65dc858c745e2,2015-03-06,1471,3,595
ca6db6d4f02b7b946c57fc389e67dd7e,2015-03-06,304,1,107
d773376e46311393cd89994bf9a93043,2015-03-06,701,3,340
e087f8842fe66efa5ccee42ff791e0ca,2015-03-06,313,1,37
e6e2fff03cc32ee9777de2c2ed5bac30,2015-03-06,97,2,49
f5a5373f30de984e9142a206f94a2f46,2015-03-06,90,2,55
f6e0f05fde7637afb8f8bc6bda74ca24,2015-03-06,165,1,116
ffd47cf9cb66d226575336f0fa42ae25,2015-03-06,86,1,36
023406156015ef87f99521f3b343f71f,2015-03-07,550,3,215
025943df23acf5d3863b35fa6e0d79ec,2015-03-07,146,3,66
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-07,3104,1,650
099cd99056bf92e5f0e384465890a804,2015-03-07,1534,2,721
0c80008b0a28d356026f4b1097041689,2015-03-07,108,1,54
1339f978614ff19cd48f07e5420556d4,2015-03-07,64,2,26
1731019fbaa825714d5f8e61ad1bb7ff,2015-03-07,179,1,74
25739ad1c56a511fcac86018ac4e49bb,2015-03-07,41,1,15
28e32be6ba67e0c6fdfdff80ce07dfd4,2015-03-07,47,3,29
2b7fedeea967becd9408b896de8ff903,2015-03-07,3,1,3
2e14d32266ee6b4678595f8f50c369ac,2015-03-07,1483,1,699
2ec1450a1389d4e3fc2a9a76c9378bb3,2015-03-07,835,2,242
33fd0a2cfcfd24e114707bba71ca1de9,2015-03-07,101,1,56
34bc4bc49a725f2686a5cf9c89985798,2015-03-07,70,2,41
3964ee41d4e2ade1957a9135afe1b8dc,2015-03-07,310,2,161
3e395c6b799d3d8cb7cd501b4503b536,2015-03-07,774,2,358
40bbb0da5570702dd6ff3af5e9e3aea6,2015-03-07,731,1,364
445a257964b9689f115a69e8cc5dcb75,2015-03-07,47,1,23
4b8eb68442432c242e9242be040bacf9,2015-03-07,1427,3,600
4ee3f9c90101073c99d5440b41f07daa,2015-03-07,19,2,16
4f3f68292e50f39cd8142733512c07d6,2015-03-07,325,1,144
53dd7de874e0999634c28cdd94d21257,2015-03-07,102,2,63
5e2ef5473cbbdb335f6d51dc57845437,2015-03-07,440,2,228
61dfd882204789d7d0f70fee2b901cef,2015-03-07,155,3,79
6a493121e53d83f9e119b02942d7c8fe,2015-03-07,128,2,82
6bb4c3bbdb6f5a96d643320c6b6005f5,2015-03-07,421,2,283
6f462b173b2d6d20a2c9fb1ec0fd2dda,2015-03-07,1010,2,785
7e0db58c13d033dafe5f5e1e70ff7eb4,2015-03-07,565,1,249
82fda1f850a9fe22e41b5c8dadaff4ac,2015-03-07,133,3,66
8da51d03b8b8717431e8b902856fb45e,2015-03-07,527,2,270
8f29cbc2a555034643d66f9e83dd7a7a,2015-03-07,116,3,56
8fb3cef29f2c266af4c9ecef3b780e97,2015-03-07,625,2,255
97de6333157f35467dff271d7afb0a23,2015-03-07,631,3,237
9e58afbf3fea116b0050bf56bfb4442e,2015-03-07,269,2,133
9f69ffd8852196e02cfa19b5cd9bc432,2015-03-07,136,3,49
ac43c6ce2f9df4adfbb05edd97cecbcc,2015-03-07,475,2,309
b6a175a48743caed6d035444c069ab64,2015-03-07,90,2,53
b7522cc91cf57ada15de2298bfd6a3ee,2015-03-07,276,2,171
be0c7a23c2aa9afb45163995b9ec938c,2015-03-07,422,1,177
bf21d16799b240d6e445fa30472bd50b,2015-03-07,22,2,7
c026b84e8f23a7741d9b670e3d8973f0,2015-03-07,241,1,129
c5eac1d455675dfbc99f6c70f7b3971f,2015-03-07,101,2,9
c5f0170f87a2fbb17bf65dc858c745e2,2015-03-07,1528,3,582
ca6db6d4f02b7b946c57fc389e67dd7e,2015-03-07,240,1,89
d773376e46311393cd89994bf9a93043,2015-03-07,628,3,325
e087f8842fe66efa5ccee42ff791e0ca,2015-03-07,99,1,35
e6e2fff03cc32ee9777de2c2ed5bac30,2015-03-07,92,2,62
f5a5373f30de984e9142a206f94a2f46,2015-03-07,76,2,51
f6e0f05fde7637afb8f8bc6bda74ca24,2015-03-07,154,1,92
ffd47cf9cb66d226575336f0fa42ae25,2015-03-07,124,1,34
023406156015ef87f99521f3b343f71f,2015-03-08,453,3,210
025943df23acf5d3863b35fa6e0d79ec,2015-03-08,153,3,77
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-08,3122,1,612
099cd99056bf92e5f0e384465890a804,2015-03-08,1298,2,645
0c80008b0a28d356026f4b1097041689,2015-03-08,76,1,49
1339f978614ff19cd48f07e5420556d4,2015-03-08,44,2,21
1731019fbaa825714d5f8e61ad1bb7ff,2015-03-08,153,1,83
25739ad1c56a511fcac86018ac4e49bb,2015-03-08,48,1,18
28e32be6ba67e0c6fdfdff80ce07dfd4,2015-03-08,36,3,27
2b7fedeea967becd9408b896de8ff903,2015-03-08,6,1,4
2e14d32266ee6b4678595f8f50c369ac,2015-03-08,1263,1,692
2ec1450a1389d4e3fc2a9a76c9378bb3,2015-03-08,523,2,245
33fd0a2cfcfd24e114707bba71ca1de9,2015-03-08,90,1,48
34bc4bc49a725f2686a5cf9c89985798,2015-03-08,72,2,40
3964ee41d4e2ade1957a9135afe1b8dc,2015-03-08,316,2,161
3e395c6b799d3d8cb7cd501b4503b536,2015-03-08,1064,2,390
40bbb0da5570702dd6ff3af5e9e3aea6,2015-03-08,867,1,378
445a257964b9689f115a69e8cc5dcb75,2015-03-08,97,1,31
4b8eb68442432c242e9242be040bacf9,2015-03-08,1549,3,665
4ee3f9c90101073c99d5440b41f07daa,2015-03-08,27,2,14
4f3f68292e50f39cd8142733512c07d6,2015-03-08,373,1,143
53dd7de874e0999634c28cdd94d21257,2015-03-08,80,2,46
5e2ef5473cbbdb335f6d51dc57845437,2015-03-08,396,2,225
61dfd882204789d7d0f70fee2b901cef,2015-03-08,114,3,57
6a493121e53d83f9e119b02942d7c8fe,2015-03-08,152,2,89
6bb4c3bbdb6f5a96d643320c6b6005f5,2015-03-08,465,2,287
6f462b173b2d6d20a2c9fb1ec0fd2dda,2015-03-08,1115,2,872
7e0db58c13d033dafe5f5e1e70ff7eb4,2015-03-08,652,1,268
82fda1f850a9fe22e41b5c8dadaff4ac,2015-03-08,150,3,70
8da51d03b8b8717431e8b902856fb45e,2015-03-08,384,2,264
8f29cbc2a555034643d66f9e83dd7a7a,2015-03-08,158,3,47
8fb3cef29f2c266af4c9ecef3b780e97,2015-03-08,718,2,259
97de6333157f35467dff271d7afb0a23,2015-03-08,526,3,204
9e58afbf3fea116b0050bf56bfb4442e,2015-03-08,337,2,111
9f69ffd8852196e02cfa19b5cd9bc432,2015-03-08,56,3,29
ac43c6ce2f9df4adfbb05edd97cecbcc,2015-03-08,588,2,292
b6a175a48743caed6d035444c069ab64,2015-03-08,126,2,41
b7522cc91cf57ada15de2298bfd6a3ee,2015-03-08,303,2,186
be0c7a23c2aa9afb45163995b9ec938c,2015-03-08,395,1,165
